"","BothControl1","BothControl2","BothControl3","AdultIUGR1","AdultIUGR2","AdultIUGR3","AdultLact1","AdultLact2","AdultLact3","OffIUGR1","OffIUGR2","OffIUGR3","OffLact1","OffLact2","OffLact3"
"1453578_at",6.87947739036077,6.75608496357183,7.37330384680419,6.83768919159144,6.69475317055914,6.55644990463677,7.03377013171009,6.78364557549071,7.04588036537751,6.80234011886656,7.12026172582207,6.69588727577184,6.78977855610219,6.37945936127466,6.39554863854648
"1442191_at",7.11804340984268,6.86470419346916,6.73293473423074,7.07279117880951,6.89354104678415,7.2274718946319,7.04331899134912,7.41137469748732,7.20151627687553,6.71881902952266,7.39255264578094,7.21433092054791,7.26617761168956,7.07041129761824,7.54272411442049
"1423860_at",6.05632117331118,5.47262102461969,6.38648779160813,6.49803789499413,5.4523202784228,5.71871274993819,5.29073781946829,5.01313288013811,6.45923494706987,5.07449478165056,4.94224456774916,5.71871274993819,8.96789700885819,6.34502937874828,7.83508050740799
"1417303_at",7.88283865838897,7.44226506473426,7.75030538429464,7.90364491638569,7.79560903287192,7.62706152250431,7.94675842944856,7.38894809820763,7.82641251697616,7.13580924398476,7.39183450861296,7.28349091497864,7.36037601110572,7.21512297537269,7.17793646182439
"1421648_at",2.74574955145032,3.33992421057957,3.10912069098855,2.74122749592488,3.32130183330847,3.04744409355828,2.99024806322583,2.9169910004518,2.83528465840446,3.05577126949698,2.95789031661868,2.69354821620245,3.18017832309094,3.17579940428269,2.90380875245386
"1424244_at",8.08106711197962,8.00842773920596,7.91948807957122,7.99102101977939,8.01948035533895,7.82985803481589,7.69843714041144,7.59117123014539,7.73615117442868,8.02106516850883,7.87048716686084,7.84056002904381,7.51511550324045,7.51455874289992,7.41088260180824
"1426677_at",6.51567736640487,6.52650711794845,6.53418779174325,6.29445863422935,6.55030562572351,6.43074158114977,6.53713220249232,6.17472522693073,6.81705525872097,6.52650711794845,6.71092461729826,6.34792565572141,6.76537076228158,6.72957094064988,6.43921201868225
"1419423_at",7.76545520509509,7.74328560296266,7.53590315838149,7.72489722785654,7.7495691673474,7.81748000302678,7.45157474081719,7.40056990796085,7.90017109169395,7.50043071650203,7.74978270219547,8.08418703341847,8.30964916318921,7.76161320962457,7.93062978135108
"1420985_at",7.48250995223104,7.45602988691639,7.61422736741655,7.35849285380168,7.17040481983749,7.27815412519896,6.80805896423094,6.21213313120125,7.52943000672732,7.77051696831158,7.69563793640374,6.94703277127424,6.88251267316223,7.26321849242594,7.00988598471082
"1436766_at",9.32212365455476,9.13377973864847,9.19491440616486,9.16585023809325,8.43095985850725,9.38192551556989,9.13169121523483,7.89578666508564,9.18575289890523,9.8432603966351,9.35250274071814,9.35374620457976,9.16287226285981,9.32968006855314,8.9988377740575
"1449319_at",3.43314272641676,3.97551986721506,3.5931782804776,3.99714367467342,3.64956888103691,3.43435323382031,3.84789896348002,3.49460786649009,3.82215844239985,3.361959533353,3.91182687660285,3.27936371872861,3.60852943888858,3.56577589854968,3.5324297012392
"1419195_at",5.57967116332073,5.71589074430574,5.52814628009175,6.01618269243424,5.84167770772995,5.6893797597261,5.12743679543772,5.93840581865591,5.84722120710372,4.82696811707766,4.82788117289785,5.60241535324431,5.39193446399855,5.02297784251151,4.87777187475729
