"","BothControl1","BothControl2","BothControl3","AdultIUGR1","AdultIUGR2","AdultIUGR3","AdultLact1","AdultLact2","AdultLact3","OffIUGR1","OffIUGR2","OffIUGR3","OffLact1","OffLact2","OffLact3"
"1441653_at",4.43818735816298,4.3987687003765,4.32149039821227,4.5479897086131,3.79585577573592,4.33483334231953,4.04164704758177,3.92912419899605,4.5804387344428,4.41878875108843,4.6724743205349,3.97707340164399,4.24533642687026,4.5727557569628,4.08955225250475
"1453465_x_at",5.3999871687521,5.17519011424905,5.34929569581346,5.50029242294233,5.23099999634634,5.27600524049487,5.7183366862397,5.51981697245765,5.27600524049487,5.27600524049487,5.57017327654466,4.87277434477865,4.86848249038045,4.57913588090021,5.35227072223849
"1431566_at",6.76764778498833,7.33140668295062,6.97724234433479,7.28158701378768,6.74553030673137,7.33140668295062,7.54027750487006,7.29739813029983,7.11914493971686,7.27755149116883,7.55980284291933,7.4794138447421,7.69637219897581,7.91582895759924,7.50484968198354
"1427320_at",4.71037090410597,4.42182024901643,3.59325319203589,4.46854891490515,4.3065150140091,5.00004406993058,5.19049551802761,4.2976582200777,4.8041287613271,4.11407585027823,4.42748393030904,4.42182024901643,4.32201947389886,3.93870333086518,4.23361641322768
"1441428_at",4.7989819802942,4.32987220702717,4.58670872785449,4.46279820272584,4.68629518748838,4.34367925794547,3.86967907230529,4.72730415044265,4.27528556216107,4.01606524790563,4.24988411125967,4.61027060490574,4.3934367048254,4.23809505376184,4.25077251217016
"1446258_at",6.27528077626785,6.17737663490372,6.64924581835936,6.47286663263853,5.50304807866186,5.94449353160551,6.21696047816256,5.352032131294,6.27528077626785,6.67173886005051,6.56412371974544,6.59144112525928,6.44469259442168,5.94032164129901,5.84882876921842
"1459694_at",4.59950017188148,4.62138238965779,4.13387704509989,4.56014885058041,4.44264725455372,4.67521838040228,4.43608176468499,4.66290541238618,4.57613221020298,4.04165244134028,4.31299846327207,4.43632820319036,4.43632820319036,4.18760217265232,4.32987220702717
"1435719_at",5.42115948053592,5.12145296457405,5.37756382840446,5.27063242142771,4.90096629474735,5.43883647260933,5.35683159934594,4.80877519632292,5.30494131131404,4.63788313991129,4.97992532364226,5.12145296457405,5.10632306282258,4.89981109630488,4.96507213000001
"1432181_s_at",9.31439038371072,9.07468425989963,9.20258235846794,9.44595530372861,9.3494390076697,9.68170294012035,9.54323718924634,8.96488673993639,9.29152063159126,9.35310234766777,9.29152063159126,9.47261001398215,8.99568640558225,8.34994376527246,9.06657053005083
"1426791_at",6.86502581621652,5.8593995319245,6.06815843377227,6.51057769112514,6.08388808485947,6.36210361210181,6.4633863741291,6.49699493851728,6.40838188443056,6.29164992091263,6.20250041726446,6.04569873445573,5.73017970119898,5.79259781296808,6.25469615707239
"1440254_at",8.64764036368406,8.42820516962872,8.68360916003006,8.86260017619296,8.3011719873343,9.07855217278118,8.7188666807567,8.15705570990066,8.78655716819092,9.10517869355247,8.72141655764934,8.93558884767747,8.58185931379161,8.40077736651024,8.44656657164633
"1440344_at",3.53967464323868,3.47582471916207,3.56378219513018,3.74866259256834,3.26283567312264,3.55302243553992,3.98698055687024,3.41181142441474,3.62298529451813,3.99722185977318,4.05480409414771,3.9908410942122,3.9545322199002,3.86461233306299,4.00444749758907
"1439283_at",6.01470306582714,5.8593995319245,6.10643743338511,6.19282576106779,5.54006690929211,6.62328135035572,5.87561324158077,4.98091923239921,6.10643743338511,6.33725934580254,6.22083467735003,6.11938762360957,6.43544100587262,6.16635090057369,6.45258752660903
"1430338_at",4.94024250925704,4.55910624514934,3.98921529276327,4.73532550069454,4.69358787420255,6.15895901648987,5.65429289708257,4.00880919244454,5.27273779165954,4.56174583695395,4.56174583695395,3.84423238527468,4.42272682548735,4.20809097851247,4.27277104989243
"1429837_at",4.88998898067425,5.0711496264554,4.93029162412476,5.10394927046642,5.12460597227874,5.24284346174689,4.78796240527426,5.16988112340122,5.38452117671084,4.82786694672881,5.09073310043078,5.06173167185469,5.05574515826607,5.27831483278985,5.28548084914109
"1427593_at",3.80836446401371,3.71115702127808,3.39550812730575,3.85074402240484,3.79098874328354,3.77489284653106,3.94741887161325,4.22727289328149,3.84596453671825,3.57125260992982,3.38426091117672,3.73559388450723,3.35933294351612,3.75387088065062,3.60741521988539
"1452372_at",8.22210809167342,7.8742503556888,8.14561633913148,8.00012040585553,8.05338260021834,7.8709060435987,7.67582898603121,7.94634879172624,7.92829927158644,7.81259220927026,7.86818127916353,8.08132479821735,7.86393262637358,7.57232012045975,7.61472555147792
"1423865_at",7.3453200340722,7.55697366699556,6.97521866775784,7.46138811592995,7.35685984243351,7.43337192678662,7.99436834724006,7.45001672425185,7.35685984243351,7.18781503001005,6.9283231370425,6.92018831625978,7.21953832388876,7.2801654926847,7.40729883321809
"1442005_at",8.13489040699048,8.03877156216681,8.43834200094626,8.06084051952275,7.97147459731173,7.83621295734359,7.56171161291734,7.5667360775312,8.01598374761025,8.35359159513879,8.3814313830455,8.51113503266736,8.34231688995361,7.75793744304822,8.27975257125924
"1415941_s_at",5.82255182710384,5.93099719508341,6.35026502028569,5.80327059066859,6.01224816456614,5.57005454096372,5.70976097489739,6.16830329466902,5.73052811183104,6.00128083785796,6.1978628126873,5.92257973036315,6.10585545993843,5.82461102459445,5.72191790183574
"1446938_at",3.90758481368928,3.89101686597637,3.77340431697833,4.12769053309614,3.44981490242962,3.96599164990299,3.72826530178052,3.49975703918372,3.99437751598575,4.21187721457896,4.11779621378441,4.02004713891737,3.60328488505097,3.7068012885756,3.83936263763684
"1441158_at",4.43628958439701,4.52708271055982,4.30302801968938,4.56078393594763,3.95407084489855,4.71634021050514,4.20486358732618,3.67080215218958,4.52029790897894,4.45757760211708,4.35522908296433,4.55516453112171,4.09100856269404,4.71913811426618,4.48007109294715
"1456547_at",5.90879745821869,5.69018083351798,5.71223779561778,6.42995535929843,5.39708776920905,6.05421324840429,5.94044832010195,5.24963837174929,5.97856302305301,6.11661936914497,5.90879745821869,5.97447297935196,5.62318930062931,6.25246023539957,5.91920019023319
"1435403_at",5.23241841668822,5.21007538475002,5.20778812505408,5.66869785708482,5.52411485167457,5.56541130304049,5.49875047974609,5.66518423906126,5.57193776292383,5.06288792728526,5.35490360780747,5.19638660490249,5.22774602718407,5.29533427497975,5.07466735711684
"1445606_a_at",3.69637072856578,3.5839643513205,3.79416708952938,3.87526348699943,4.10561651620565,4.37685229398741,3.7021034805461,4.18544266802514,3.66459159237938,4.16234853718247,3.79879237357487,3.74528861735469,4.04949354080892,3.85747358035032,3.91277304135659
"1456974_at",6.7724795327632,6.95591961629521,6.97290066391052,6.55330500751728,7.32240466295715,6.66557428058982,7.18442580526711,6.62165247713468,6.25425670825673,7.53390142726732,7.024071901045,6.826819670014,6.16407080530476,7.12158189868017,7.36893336874562
"1427167_at",3.74768429930668,4.17396704822444,4.34570739871657,3.49036258085149,3.73159155175781,3.63452468664252,4.05706835279379,3.81486646000768,3.11435289925689,3.81486646000768,4.02488923543867,3.73725042416855,5.31577326604926,3.50752126659649,3.81486646000768
"1438747_at",3.01016771049507,3.1290507470506,2.8619428439703,3.30847945293087,3.04911013517949,3.36001521977311,3.35256288162833,3.41459465583166,2.92451832605406,3.01016771049507,2.96733970011446,3.05259409510041,3.33720460730798,3.18936657058138,3.06251898300269
"1439071_at",5.45798500673688,5.5719477843322,5.14180837027115,5.52991561738864,5.45775527374049,5.81337595325905,5.70545239474617,6.04122354933462,5.54272422530755,5.65797350072014,5.27855766545524,5.572733360973,5.07518440538053,5.19553988020082,5.40496079942604
"1444625_at",5.8927568288483,6.27136294657715,5.68107987392297,6.08077260440664,6.23524383928311,6.19675315598942,6.38401665609066,6.04322348081454,6.07299896605599,5.66892436808415,5.78117763067911,5.8444353890425,6.14340167338201,6.227062492946,6.01256196395421
"1447361_at",3.27223498273383,3.2575301570339,3.05123418688362,3.0988839428579,3.14444693049086,2.81341016404303,3.20017351088354,3.03408303456915,2.72799699287698,3.05287779635849,3.0988839428579,3.21176002410819,3.2825904746628,2.85209019131103,3.0988839428579
"1444178_at",5.09286178125913,4.41994347538741,4.83710242106326,4.59448056013397,4.87152729065391,5.08416524145301,4.89604392149837,5.08919865239868,5.0276461242482,4.62119399827729,4.61215933573022,4.65674759044322,5.01251622249673,4.87152729065391,5.05843065601956
"1443048_at",4.38932861613731,4.38918076844806,4.55156992098616,4.54958597882558,4.26117687634482,5.05991503814421,3.96261407018587,4.62082548394833,5.08575390561779,4.70073267329379,4.94320007470166,5.29064981700014,4.89336835479152,4.62082548394833,4.56624604788978
"1440508_at",5.87336065804172,5.64344435259025,5.45414819945769,5.68639026175784,5.82098092147413,5.81453979046235,5.99967532396409,5.56906239021955,5.86028669742013,5.50455544849395,5.7132241802565,5.57747857576731,5.46936130355888,5.41624234120272,5.7564799115551
"1443908_at",7.95995551229597,7.7161012230983,7.63273063933588,8.18528040436633,7.58909667593985,8.02956942153178,8.35518510711866,7.8583209204515,8.23851666446329,7.84462008233497,7.96512625037336,7.7597393066696,7.66442100517661,7.58353825289553,8.01468018713345
"1457534_at",4.12023839292748,3.96807954603619,4.1452742131381,3.93203455713873,4.06561945793097,3.93203455713873,3.72531629321531,3.49291509084325,3.93647260314993,4.22803020051262,4.18461323181603,3.97707340164399,3.87473862533291,3.8206719024588,3.6034747265059
"1446058_at",3.97780059556849,3.87647403720289,3.74321517002325,4.31600355221792,4.01931952966387,4.16481786585798,4.24063132366907,4.113589176618,3.75913560901579,3.77750348973551,3.8267340219288,4.05839758561856,4.12060909768951,3.73891041835658,4.05208587591421
"1457438_at",4.01523649497295,3.73932183524749,3.58952103275661,3.8049582590865,4.06772200934078,4.27243277935563,4.11972353478659,4.25003682723422,4.11741432846338,4.15021226978748,3.83021266088153,4.21678858926057,4.04269940322183,3.90977278395658,4.18076569217293
